user_id,Night-to-Day Ratio,Weekend Peak Intensity,Consistency Score,Prime-Time Concentration
UID_0000,0.7672492128097957,0.1484866082148368,-0.5679109521178789,-0.3800601230113237
UID_0001,0.1032580562692194,-0.49314759634034083,0.19676870738667843,1.6797284243691326
UID_0002,1.8741379059770849,2.487544661673454,-0.24391260342026222,0.25605742510213825
UID_0003,-0.20821196172832312,-0.2298837251197949,-0.02025995221505778,0.009808715794747644
UID_0004,0.0352609627893404,0.8978060615389527,-0.4144477587840693,0.05320154554007558
UID_0005,1.6708693604759826,0.33234021711318984,-0.7521335562481288,-0.08636056258900664
UID_0006,0.002472165961293663,0.1582375919903535,0.15752217974842012,-0.10198142150888197
UID_0007,-0.2819564000421123,1.1684855407279473,-0.058343927544518115,-0.3618776268506315
UID_0008,6.760791946717282,-0.1529217638192628,6.747649100324147,-0.37123671200218805
UID_0009,-0.24200426648339418,0.4644677196913916,-0.17845070383431846,3.5406525701737785
UID_0010,7.611257121664392,-0.13777731593524262,7.104453317368795,-0.4966184784194718
UID_0011,0.1147345073554852,0.9112430848258571,-0.34878784389273426,-0.08006882731906854
UID_0012,-0.30450498334742127,1.3079217815544129,-0.270828824537219,-0.17326129197399806
UID_0013,-0.1821014145634597,0.8198208326723153,0.1881636937678297,0.22115312084021332
UID_0014,-0.26025786444313037,0.04279290814515838,0.6858641968513421,-0.26316111877127735
UID_0015,4.017846354188367,-0.5268361048890544,4.33488798481237,-0.05604927490671452
UID_0016,-0.27071154711313156,0.03824079653138043,0.6733074082125009,0.2622915807531555
UID_0017,4.172467237415822,-0.3509831636870331,5.861090333499681,-0.40023543409559065
UID_0018,-0.19780201873115966,2.4285459316629656,-0.17499320600428697,-0.427232979153515
UID_0019,0.15828794019132994,0.317412341161727,-0.04818367633717993,-0.21495375059257701
UID_0020,0.24655557978198944,-0.1485577949942278,0.04903289562032708,0.09448465789479335
UID_0021,0.09957654884257622,0.8287081305770464,-0.45005966688382026,0.21025126500042407
UID_0022,0.16932098958403352,-1.2941662007108197,-0.9799877002683612,1.1563647520685347
UID_0023,-0.13815771518177142,-0.14968730723037177,-0.3530500271074744,1.0870033409163753
UID_0024,1.3520748854687477,0.8911152921901365,-0.6963095626872868,-0.06980608937444763
UID_0025,7.029361336972003,-0.4196246576246715,7.442823464134569,-0.4234179374441196
UID_0026,0.7775478967739679,0.20965367304809987,-0.786678078321158,1.3394965365309068
UID_0027,-0.10856027268041141,0.07803025077129389,0.16303957046392772,-0.03413198254400171
UID_0028,-0.13872303593451574,0.11904118187367686,-0.2561017853678863,0.2940999923846411
UID_0029,6.156331806315755,0.01624228130726514,6.4494090505637205,-0.45298637093618177
UID_0030,-0.23798962057199913,0.24881969576780744,0.718203730305906,-0.06932723394353632
UID_0031,-0.2265707650260012,0.07669754274417527,0.29901286485469136,-0.13535624460558687
UID_0032,-0.18537731438142302,-0.35813573397020687,-0.10340852488753785,-0.05390681067457578
UID_0033,-0.05424598108115896,-0.2786911109200207,0.039931338852770525,0.9698089614783102
UID_0034,-0.01030494068790309,-0.44773508914084736,0.1217564075902545,-0.17572813470553852
UID_0035,0.32500022576901644,-0.3163984523266534,1.0463168163255678,-0.35297119598491883
UID_0036,0.8564518401407292,0.22250908901684904,-0.8305900913172763,0.6865104086663099
UID_0037,0.28010585031664126,1.0049558017699565,-0.40649682422360467,4.317292280446863
UID_0038,0.25913821921028807,-0.3236029037954247,-0.05158324113481302,-0.26226442861057153
UID_0039,5.063059175336367,-0.2602175376425094,4.910126079875006,-0.29372193142908604
UID_0040,8.656219760075697,-0.3172054524855801,6.988551573011593,-0.5240093014100914
UID_0041,0.09529395648334713,-1.143285595152201,-0.9951116411772057,1.9596902288760136
UID_0042,3.890816332748493,-0.30459820201289967,4.800385941314597,-0.3364400482742592
UID_0043,0.09552528490263545,-0.10559897864101905,0.4865174345458083,0.8622962486337289
UID_0044,2.183722679915042,2.0121622228566394,-0.39908134575794635,-0.19920136567640567
UID_0045,-0.0442750276650071,-0.7640689186279319,-0.44098174656506606,0.38974910391199974
UID_0046,0.011620452754475725,-0.5280124858875377,0.13331407398730966,-0.23404462852374353
UID_0047,0.037505135132369374,0.5235367591199642,0.36110217278847956,-0.19773129201837186
UID_0048,6.834832205429824,-0.16941984370632307,7.233593526392532,-0.4923152440822293
UID_0049,-0.0007508527504051444,-1.3019656283270673,-0.9921609156051547,1.9443759514872512
UID_0050,-0.15556394263088993,1.9395514652985997,-0.45071151866879006,-0.16782322604421834
UID_0051,5.417804602455429,-0.22579597287511557,6.814388332829071,-0.4333204117741577
UID_0052,-0.28896992924649956,0.6234624554526831,-0.026645820071454964,3.628508649742759
UID_0053,4.776944370151831,-0.27601391715112156,5.947449899516797,-0.4241227541041264
UID_0054,0.08462769087250006,-0.4802837505748489,0.48682840280790524,1.3809213548623878
UID_0055,0.12494590711514099,-1.0987984904867178,-0.9827376298083579,0.7075145707135545
UID_0056,-0.2100767776417957,1.0494060950457504,-0.4404407882144452,1.4767096465722045
UID_0057,-0.255987974853563,0.6550522228772283,0.1500336939869419,-0.427302811704429
UID_0058,-0.12931344719462537,2.2854171290865133,-0.17100497799076628,-0.4911493507656201
UID_0059,-0.01514785094164078,-0.4165527313643147,0.4537684968861633,-0.28932237113871895
UID_0060,-0.22647162987122807,2.511492937543882,-0.155166932445277,-0.3475618934548843
UID_0061,-0.1863472551210203,0.7274413613585756,0.4128537005342544,-0.006583943883741645
UID_0062,2.957961796399365,1.0471440062149828,-0.20068350387497472,-0.015835471306862785
UID_0063,-0.18122725106466223,0.42107551226184375,0.20039243345304134,0.29434942640493506
UID_0064,-0.16002519618679575,-0.26161242994006817,-0.8817289002859192,1.0887317501452283
UID_0065,-0.26831440032957565,-0.6988776101452218,-1.0167892954899136,1.7306549350209757
UID_0066,-0.02214751648034636,0.3215667389453034,0.5389039677842712,-0.054469414152775876
UID_0067,-0.24781638796256147,1.5645149638858726,-0.5126065103411879,1.0048582490245899
UID_0068,3.8632179896602716,-0.27147579243328784,4.147941301571132,-0.3477594753715064
UID_0069,1.87743797873484,1.9978208299243592,-0.43742788047784326,0.20675601608297797
UID_0070,7.708420187569576,0.29233051077910327,-0.21532159535075432,-0.3322907752841116
UID_0071,-0.14160194383550964,-0.3023852910724117,0.3671775184966242,-0.3036033720291042
UID_0072,0.6701391765924362,-0.07540225693422284,-0.8503977364625245,-0.10400100190464089
UID_0073,0.1201765898975676,-0.13923112038825783,0.3178812536465085,-0.18629815911547937
UID_0074,-0.013594925705963035,-0.2127191629477161,0.4859793087569615,-0.2626753358709729
UID_0075,-0.010525667550565537,0.03502588889710382,0.5628722475331891,-0.12865922334058616
UID_0076,-0.2199921530169141,1.7720693110632704,-0.6496121283441161,-0.5475883911971502
UID_0077,-0.26589336097213395,0.15104014724245565,1.207896460462489,-0.35088477251974803
UID_0078,-0.032099121678888384,0.16882805355737027,0.24589578635409187,-0.20570902137183794
UID_0079,-0.27184020999969005,1.053203156497154,-0.6366860712213306,0.2814209138209208
UID_0080,6.316810471701795,-0.14253472086009328,6.7390776460755815,-0.2051585723646089
UID_0081,-0.23561312046737906,-0.1333800878570289,0.4681991811002543,0.027168310983386033
UID_0082,-0.20238094528076625,0.16491395137464285,-0.848085743687368,0.2778150860278971
UID_0083,0.2609650547115612,-1.3877235407111135,-1.0000697995378451,0.5931283271435001
UID_0084,-0.0993579292125372,0.46635987195920814,-0.9126368705331044,-0.012156309777259972
UID_0085,0.2612408765388193,1.0708799540858218,-0.18557162028929805,-0.381156536827432
UID_0086,0.049905817042144335,-1.2329272243521001,-0.9902013427466715,0.5826428015183053
UID_0087,-0.01883072592824437,-0.7006084974428803,-0.043693937925769616,-0.03369889100506305
UID_0088,4.081783115164732,-0.3211496963915281,3.9605762769628035,-0.23166296510040607
UID_0089,1.2894042184242134,0.7518827127562631,-0.7088710586791017,0.329250929464087
UID_0090,-0.2555231722853069,0.8611663277170144,-0.24989434624010468,6.792880483245604
UID_0091,-0.2851264981006288,2.114305857437683,-0.2388148123734652,-0.18557554640939036
UID_0092,4.5780437547420485,-0.26136367812287625,4.115378977053208,-0.3452131264448953
UID_0093,3.7271048020625974,-0.2319407023362645,4.354042941647383,-0.3078760311295258
UID_0094,3.0464798219490627,2.5459492592819757,-0.2840847409647135,-0.2489367496515407
UID_0095,-0.26479794023193276,2.8245746531323457,-0.14844166674701464,-0.17726341340137017
UID_0096,-0.24746360188293157,-0.38133742687789396,0.4521610356227904,1.3629575107025202
UID_0097,0.504630165387371,-0.09007394954532393,-0.6647660598752116,-0.07063544623078818
UID_0098,-0.05074773947916003,-0.39288562057584137,-0.9378888405778868,2.259539186777097
UID_0099,-0.11895043673669702,0.5594459706081784,-0.5791120616548094,-0.306789536704792
UID_0100,0.031139113737072184,-0.39342382890873373,0.5129955371448465,1.2709515970335652
UID_0101,0.06558620107623164,-0.08389309708304664,-0.016637207037517296,0.11894692942517994
UID_0102,-0.2151435843016209,0.6018023442821131,0.16575834299534095,0.6477825588877135
UID_0103,1.0371398279665156,1.3503757322425476,-0.774550680868791,1.409338912145164
UID_0104,6.479581397061764,-0.24305802558524886,6.644498503096474,-0.19039200016750643
UID_0105,-0.026147497178450635,0.19223715022637355,0.44431252869750837,0.1507834405804704
UID_0106,0.21897765986218123,-0.051469806942644615,0.4631705823080574,-0.17976969056000816
UID_0107,5.925853025466234,-0.2815488432461655,6.175840340418741,-0.3676552045466209
UID_0108,0.10652713647049775,-0.12080525047492095,0.40330215971385885,-0.209248738446223
UID_0109,-0.14712547714345203,-0.2724641874009162,-0.41022964078022206,0.42196447296282485
UID_0110,-0.017842513495098692,0.21182058443960938,0.9223340086767714,-0.25804123121385447
UID_0111,-0.1923419451557204,0.9483892696273684,-0.7098605523933632,4.541412786878861
UID_0112,0.05493935943192954,0.22854148121711,0.9879919214232763,-0.20223045308516455
UID_0113,3.5503231356200198,2.1558359570691112,-0.4376670630229493,0.06983159000160401
UID_0114,-0.23504735387352005,-0.07472607096090067,0.48387422827373133,-0.27298152102553586
UID_0115,0.5689222351916087,-0.4435952791649255,0.005524501492729726,0.08788566781901799
UID_0116,-0.03762303816862829,1.309387977328906,-0.7827695186847763,-0.4448242101296353
UID_0117,-0.11084991069044356,-0.2125565759707044,-0.4373992565100935,1.2624206215914378
UID_0118,-0.21340061957735296,-0.3355315522184215,0.28119519051151376,-0.15940922135396424
UID_0119,1.1490779581671806,1.1531822303564894,-0.38883383382872033,0.021378822764844138
UID_0120,-0.23061349937588962,1.4980379335666134,-0.55915185910696,0.7171920230321773
UID_0121,-0.2384735934786364,0.0382653955108796,0.4738608054807311,1.02678903392811
UID_0122,-0.11406027278366078,0.7964842883968402,-0.7046054128654085,-0.3715831727120173
UID_0123,-0.20790285573178544,0.8542205933829599,0.8203095103188804,-0.1306833454329428
UID_0124,0.16384874023270918,-0.25355011568514596,0.41772094023182255,-0.11931623121150679
UID_0125,-0.23136136710820634,2.208456189965076,-0.2174213529118799,6.610147515541021
UID_0126,0.07467179753214662,-0.22352478157332772,0.13755364048559782,0.05627689283885168
UID_0127,-0.15468579112757794,-0.24858414868029008,-0.2602313047240794,-0.11034479280875303
UID_0128,0.44998260555247216,0.688155108974398,-0.02183095486843965,-0.1662599927328674
UID_0129,-0.18594209780231777,-0.16128490436260656,0.001516579910840819,0.5605103104478293
UID_0130,3.901331913332977,1.2046162799942046,-0.39816853589429096,-0.11628308289314487
UID_0131,-0.1198808992802016,1.4674866966507247,-0.5730193770434066,5.618092483991015
UID_0132,-0.2267404065361982,-0.011658434530172368,0.8114297350173025,-0.0711057877173432
UID_0133,-0.26374240965525797,-0.1968014846536355,0.6534284594542898,1.7164431851104016
UID_0134,-0.2696098923574547,-0.4478097589492389,0.5248480547006467,-0.09759677820014988
UID_0135,-0.002382294862559871,-0.9875921327684746,-1.0014993670592531,1.848094969198619
UID_0136,-0.26864610037454606,1.0313705645653282,0.04389648955409215,2.9739552729463394
UID_0137,0.2628939708567731,-1.0111842476160622,-0.9595566287423272,0.7648005948534896
UID_0138,-0.25303641646995384,0.721524784592354,-0.3844310920753021,0.3081751656500007
UID_0139,0.0013445841327196085,-0.01915738082605313,-0.8237716264855264,0.18296290763092343
UID_0140,-0.29902769065574475,0.9229184623859518,0.04485060871536981,-0.4040695807261007
UID_0141,-0.2579941004157226,-0.30135621883825087,0.5792333893410497,-0.2513922399769956
UID_0142,-0.1838915538412955,2.0349356818778186,-0.17035944209500017,5.700894130792535
UID_0143,-0.21982571731908385,-0.5979237600702833,-0.00784291362366899,1.0384628909382527
UID_0144,0.11016858158888426,-1.2040050680504308,-0.9852932518834605,0.8815746081842881
UID_0145,-0.19469488121261588,-0.5981686236101591,0.05635343993900945,1.0837207634988348
UID_0146,-0.1319336591872176,0.9357328746755844,0.18490494093703258,0.17479687395082463
UID_0147,-0.12206766260413564,0.48893899965642434,-0.5262076447884786,2.018195363437206
UID_0148,9.35376820174843,-0.09297532695721904,7.603768765326617,-0.5828483952143814
